ZipCode,Population,case_count_cumulative,case_count_last_30_days,case_count_last_14_days,case_count_per_100K_cumulative,case_count_per_100K_last_30_days,case_count_per_100K_last_14_days,population_density,num_universities,num_uni_students
45723,3481,38,16,11,1091.6,459.6,316,54.3,0,0
45724,2113,20,18,9,946.5,851.9,425.9,34.5,0,0
45727,401,7,5,None,1745.6,1246.9,None,17.6,0,0
45729,1351,32,22,11,2368.6,1628.4,814.2,53.6,0,0
45732,4438,117,69,29,2636.3,1554.8,653.4,58.4,0,0
45734,466,8,None,None,1716.7,None,None,17.6,0,0
45735,1562,20,15,8,1280.4,960.3,512.2,35.7,0,0
45739,None,None,None,None,None,None,None,None,0,0
45740,383,10,None,None,2611.0,None,None,1649.9,0,0
45741,662,15,9,9,2265.9,1359.5,1359.5,23.4,0,0
45742,2840,61,32,12,2147.9,1126.8,422.5,108.0,0,0
45743,1864,17,10,5,912,536.5,268.2,41.9,0,0
45744,2747,40,30,19,1456.1,1092.1,691.7,43.5,0,0
45745,1618,28,25,10,1730.5,1545.1,618,19.3,0,0
45746,415,5,None,None,1204.8,None,None,27.5,0,0
45750,26906,708,423,198,2631.4,1572.1,735.9,244.7,2,3800
45760,3823,115,19,9,3008.1,497,235.4,187.2,0,0
45761,1843,17,8,None,922.4,434.1,None,58.6,0,0
45764,9418,189,110,64,2006.8,1168.0,679.5,113.4,1,2300
45766,1000,21,11,7,2100.0,1100.0,700,32.7,0,0
45767,2489,51,28,9,2049.0,1124.9,361.6,21.2,0,0
45768,1449,24,18,None,1656.3,1242.2,None,54.5,0,0
45769,7058,98,57,32,1388.5,807.6,453.4,63.5,0,0
45770,596,5,None,None,838.9,None,None,27.7,0,0
45771,3433,45,29,16,1310.8,844.7,466.1,56.7,0,0
45772,1623,22,8,6,1355.5,492.9,369.7,40.9,0,0
45773,70,None,None,None,None,None,None,27.3,0,0
45775,1159,31,11,6,2674.7,949.1,517.7,45.8,0,0
45776,786,15,None,None,1908.4,None,None,23.0,0,0
45777,None,None,None,None,None,None,None,None,0,0
45778,821,14,7,None,1705.2,852.6,None,24.1,0,0
45779,753,19,5,None,2523.2,664,None,794.4,0,0
45780,3176,68,22,13,2141.1,692.7,409.3,1272.7,0,0
45782,492,7,None,None,1422.8,None,None,630.9,0,0
45783,None,None,None,None,None,None,None,None,0,0
45784,3402,52,29,16,1528.5,852.4,470.3,96.0,0,0
45786,3617,64,47,24,1769.4,1299.4,663.5,55.0,0,0
45787,63,None,None,None,None,None,None,1144.6,0,0
45788,1298,24,21,8,1849.0,1617.9,616.3,37.6,0,0
45789,150,None,None,None,None,None,None,2.7,0,0
45801,22688,1071,446,181,4720.6,1965.8,797.8,545.9,0,0
45802,None,None,None,None,None,None,None,None,0,0
45804,15665,640,281,133,4085.5,1793.8,849,675.2,1,3657
45805,23285,1186,539,237,5093.4,2314.8,1017.8,1543.8,1,4111
45806,10608,554,275,114,5222.5,2592.4,1074.7,178.3,0,0
45807,12407,654,337,125,5271.2,2716.2,1007.5,149.5,0,0
45808,363,6,None,None,1652.9,None,None,666.4,0,0
45809,163,5,None,None,3067.5,None,None,401.2,0,0
45810,8230,302,158,64,3669.5,1919.8,777.6,134.5,1,3695
45812,1973,81,50,27,4105.4,2534.2,1368.5,45.4,0,0
45813,3616,115,69,27,3180.3,1908.2,746.7,64.6,0,0
45814,3212,95,52,17,2957.7,1618.9,529.3,79.7,0,0
45815,None,None,None,None,None,None,None,None,0,0
45816,330,5,None,None,1515.2,None,None,1291.4,0,0
45817,6892,311,144,49,4512.5,2089.4,711,103.3,1,1094
45819,265,7,None,None,2641.5,None,None,1039.9,0,0
45820,488,20,15,8,4098.4,3073.8,1639.3,651.7,0,0
45821,1186,46,24,9,3878.6,2023.6,758.9,38.2,0,0
45822,18714,1402,591,166,7491.7,3158.1,887,111.3,0,0
45826,484,27,5,None,5578.5,1033.1,None,1281.0,0,0
45827,2050,130,60,12,6341.5,2926.8,585.4,31.7,0,0
45828,6248,498,181,45,7970.6,2896.9,720.2,183.6,0,0
45830,5796,325,136,41,5607.3,2346.4,707.4,66.0,0,0
45831,3269,194,91,25,5934.5,2783.7,764.8,45.5,0,0
45832,2923,93,53,19,3181.7,1813.2,650,42.5,0,0
45833,10605,596,290,107,5620.0,2734.6,1009.0,152.4,0,0
45835,519,None,None,None,None,None,None,20.0,0,0
45836,1344,50,18,10,3720.2,1339.3,744,65.3,0,0
45837,None,None,None,None,None,None,None,None,0,0
45838,66,None,None,None,None,None,None,227.0,0,0
45839,None,None,None,None,None,None,None,None,0,0
45840,55820,1982,896,363,3550.7,1605.2,650.3,321.1,1,5172
45841,818,34,18,8,4156.5,2200.5,978,32.1,0,0
45843,4117,94,52,23,2283.2,1263.1,558.7,41.3,0,0
45844,3172,184,86,20,5800.8,2711.2,630.5,62.2,0,0
45845,2871,165,63,21,5747.1,2194.4,731.5,95.3,0,0
45846,4297,308,88,21,7167.8,2047.9,488.7,56.4,0,0
45848,None,None,None,None,None,None,None,None,0,0
45849,1084,39,21,10,3597.8,1937.3,922.5,31.5,0,0
45850,3419,159,91,33,4650.5,2661.6,965.2,59.2,0,0
45851,746,27,9,None,3619.3,1206.4,None,18.6,0,0
45853,1264,159,37,5,12579.1,2927.2,395.6,1173.8,0,0
45854,459,20,13,7,4357.3,2832.2,1525.1,1523.7,0,0
45855,154,11,5,None,7142.9,3246.8,None,684.9,0,0
45856,5211,366,150,45,7023.6,2878.5,863.6,48.9,0,0
45858,2880,89,50,21,3090.3,1736.1,729.2,58.9,0,0
45859,508,8,5,None,1574.8,984.3,None,382.7,0,0
45860,2314,176,54,12,7605.9,2333.6,518.6,61.0,0,0
45861,207,6,None,None,2898.6,None,None,74.6,0,0
45862,1524,59,26,9,3871.4,1706.0,590.6,36.1,0,0
45863,1279,42,24,9,3283.8,1876.5,703.7,32.1,0,0
45864,168,7,None,None,4166.7,None,None,114.9,0,0
45865,4905,379,107,25,7726.8,2181.4,509.7,147.5,0,0
45866,142,7,None,None,4929.6,None,None,907.2,0,0
45867,1113,33,16,9,2965.0,1437.6,808.6,41.9,0,0
45868,650,21,13,6,3230.8,2000.0,923.1,42.9,0,0
45869,4811,252,99,36,5238.0,2057.8,748.3,124.8,0,0
45870,246,None,None,None,None,None,None,494.9,0,0
45871,2008,76,40,13,3784.9,1992.0,647.4,74.9,0,0
45872,4106,169,59,41,4115.9,1436.9,998.5,139.7,0,0
45873,2263,80,51,15,3535.1,2253.6,662.8,42.4,0,0
45874,2534,66,56,19,2604.6,2209.9,749.8,41.0,0,0
45875,11403,844,262,69,7401.6,2297.6,605.1,109.8,0,0
45876,705,88,42,11,12482.3,5957.4,1560.3,1242.8,0,0
45877,2148,91,40,13,4236.5,1862.2,605.2,75.1,0,0
45879,5805,257,125,43,4427.2,2153.3,740.7,59.3,0,0
45880,2690,100,53,25,3717.5,1970.3,929.4,39.8,0,0
45881,1252,46,28,9,3674.1,2236.4,718.8,52.4,0,0
45882,2875,175,78,22,6087.0,2713.0,765.2,33.8,0,0
45883,3877,340,88,28,8769.7,2269.8,722.2,111.9,0,0
45884,158,None,None,None,None,None,None,1259.5,0,0
45885,12741,761,367,106,5972.8,2880.5,832,176.1,0,0
45886,502,11,5,None,2191.2,996,None,32.0,0,0
45887,4298,221,110,44,5141.9,2559.3,1023.7,61.8,0,0
45888,188,None,None,None,None,None,None,1291.0,0,0
45889,1634,56,34,12,3427.2,2080.8,734.4,72.6,0,0
45890,488,18,14,None,3688.5,2868.9,None,51.4,0,0
45891,14905,617,369,139,4139.6,2475.7,932.6,113.7,0,0
45893,None,None,None,None,None,None,None,None,0,0
45894,635,24,14,9,3779.5,2204.7,1417.3,17.7,0,0
45895,17930,835,340,125,4657.0,1896.3,697.2,96.6,0,0
45896,1839,84,42,14,4567.7,2283.8,761.3,60.2,0,0
45897,36,None,None,None,None,None,None,130.8,0,0
45898,873,51,29,6,5841.9,3321.9,687.3,37.8,0,0
45899,110,14,8,5,12727.3,7272.7,4545.5,645.3,0,0
45999,None,None,None,None,None,None,None,None,0,0
