Zip Code ,Population ,Case Count - Cumulative,Case Count - Last 30 Days ,Case Count - Last 14 Days ,Case Count Per 100K - Cumulative,Case Count Per 100K - Last 30 Days,Case Count Per 100K - Last 14 Days
45656,6364,188,96,36,2954.10,1508.50,565.7
45657,1925,60,33,11,3116.90,1714.30,571.4
45658,2989,51,19,9,1706.30,635.7,301.1
45659,2574,92,45,13,3574.20,1748.30,505.1
45660,7246,228,138,50,3146.60,1904.50,690
45661,6956,237,125,63,3407.10,1797.00,905.7
45662,30289,736,341,124,2429.90,1125.80,409.4
45663,6162,161,83,39,2612.80,1347.00,632.9
45669,10040,266,128,41,2649.40,1274.90,408.4
45671,274,7,N/A,N/A,2554.70,N/A,N/A
45672,1527,27,10,8,1768.20,654.9,523.9
45673,367,19,14,6,5177.10,3814.70,1634.90
45674,651,31,10,6,4761.90,1536.10,921.7
45678,1086,25,16,N/A,2302.00,1473.30,N/A
45679,2830,89,53,20,3144.90,1872.80,706.7
45680,12977,405,183,82,3120.90,1410.20,631.9
45681,1670,35,14,N/A,2095.80,838.3,N/A
45682,2090,54,23,8,2583.70,1100.50,382.8
45684,2093,44,35,6,2102.20,1672.20,286.7
45685,1120,37,12,10,3303.60,1071.40,892.9
45686,3699,61,33,17,1649.10,892.1,459.6
45688,608,18,10,N/A,2960.50,1644.70,N/A
45690,15599,407,192,70,2609.10,1230.80,448.7
45692,8731,253,129,65,2897.70,1477.50,744.5
45693,8691,279,171,62,3210.20,1967.60,713.4
45694,11618,390,167,59,3356.90,1437.40,507.8
45695,657,20,N/A,N/A,3044.10,N/A,N/A
45696,1595,30,16,9,1880.90,1003.10,564.3
45697,4759,142,97,35,2983.80,2038.20,735.4
45698,305,N/A,N/A,N/A,N/A,N/A,N/A
45701,35704,1459,312,136,4086.40,873.9,380.9
45710,5222,124,70,33,2374.60,1340.50,631.9
45711,1232,10,N/A,N/A,811.7,N/A,N/A
45714,9388,199,151,56,2119.70,1608.40,596.5
45715,2440,53,29,14,2172.10,1188.50,573.8
45716,474,13,10,8,2742.60,2109.70,1687.80
45719,1019,13,7,5,1275.80,686.9,490.7
45721,34,N/A,N/A,N/A,N/A,N/A,N/A
45723,3481,38,16,11,1091.60,459.6,316
45724,2113,20,18,9,946.5,851.9,425.9
45727,401,7,5,N/A,1745.60,1246.90,N/A
45729,1351,32,22,11,2368.60,1628.40,814.2
45732,4438,117,69,29,2636.30,1554.80,653.4
45734,466,8,N/A,N/A,1716.70,N/A,N/A
45735,1562,20,15,8,1280.40,960.3,512.2
45740,383,10,N/A,N/A,2611.00,N/A,N/A
45741,662,15,9,9,2265.90,1359.50,1359.50
45742,2840,61,32,12,2147.90,1126.80,422.5
45743,1864,17,10,5,912,536.5,268.2
45744,2747,40,30,19,1456.10,1092.10,691.7
45745,1618,28,25,10,1730.50,1545.10,618
45746,415,5,N/A,N/A,1204.80,N/A,N/A
45750,26906,708,423,198,2631.40,1572.10,735.9
45760,3823,115,19,9,3008.10,497,235.4
45761,1843,17,8,N/A,922.4,434.1,N/A
45764,9418,189,110,64,2006.80,1168.00,679.5
45766,1000,21,11,7,2100.00,1100.00,700
45767,2489,51,28,9,2049.00,1124.90,361.6
45768,1449,24,18,N/A,1656.30,1242.20,N/A
45769,7058,98,57,32,1388.50,807.6,453.4
45770,596,5,N/A,N/A,838.9,N/A,N/A
45771,3433,45,29,16,1310.80,844.7,466.1
45772,1623,22,8,6,1355.50,492.9,369.7
45773,70,N/A,N/A,N/A,N/A,N/A,N/A
45775,1159,31,11,6,2674.70,949.1,517.7
45776,786,15,N/A,N/A,1908.40,N/A,N/A
45778,821,14,7,N/A,1705.20,852.6,N/A
45779,753,19,5,N/A,2523.20,664,N/A
45780,3176,68,22,13,2141.10,692.7,409.3
45782,492,7,N/A,N/A,1422.80,N/A,N/A
45784,3402,52,29,16,1528.50,852.4,470.3
45786,3617,64,47,24,1769.40,1299.40,663.5
45787,63,N/A,N/A,N/A,N/A,N/A,N/A
45788,1298,24,21,8,1849.00,1617.90,616.3
45789,150,N/A,N/A,N/A,N/A,N/A,N/A
45801,22688,1071,446,181,4720.60,1965.80,797.8
45804,15665,640,281,133,4085.50,1793.80,849
45805,23285,1186,539,237,5093.40,2314.80,1017.80
45806,10608,554,275,114,5222.50,2592.40,1074.70
45807,12407,654,337,125,5271.20,2716.20,1007.50
45808,363,6,N/A,N/A,1652.90,N/A,N/A
45809,163,5,N/A,N/A,3067.50,N/A,N/A
45810,8230,302,158,64,3669.50,1919.80,777.6
45812,1973,81,50,27,4105.40,2534.20,1368.50
45813,3616,115,69,27,3180.30,1908.20,746.7
45814,3212,95,52,17,2957.70,1618.90,529.3
45816,330,5,N/A,N/A,1515.20,N/A,N/A
45817,6892,311,144,49,4512.50,2089.40,711
45819,265,7,N/A,N/A,2641.50,N/A,N/A
45820,488,20,15,8,4098.40,3073.80,1639.30
45821,1186,46,24,9,3878.60,2023.60,758.9
45822,18714,1402,591,166,7491.70,3158.10,887
45826,484,27,5,N/A,5578.50,1033.10,N/A
45827,2050,130,60,12,6341.50,2926.80,585.4
45828,6248,498,181,45,7970.60,2896.90,720.2
45830,5796,325,136,41,5607.30,2346.40,707.4
45831,3269,194,91,25,5934.50,2783.70,764.8
45832,2923,93,53,19,3181.70,1813.20,650
45833,10605,596,290,107,5620.00,2734.60,1009.00
45835,519,N/A,N/A,N/A,N/A,N/A,N/A
45836,1344,50,18,10,3720.20,1339.30,744
45838,66,N/A,N/A,N/A,N/A,N/A,N/A
45840,55820,1982,896,363,3550.70,1605.20,650.3
45841,818,34,18,8,4156.50,2200.50,978
45843,4117,94,52,23,2283.20,1263.10,558.7
45844,3172,184,86,20,5800.80,2711.20,630.5
45845,2871,165,63,21,5747.10,2194.40,731.5
45846,4297,308,88,21,7167.80,2047.90,488.7
45849,1084,39,21,10,3597.80,1937.30,922.5
45850,3419,159,91,33,4650.50,2661.60,965.2
45851,746,27,9,N/A,3619.30,1206.40,N/A
45853,1264,159,37,5,12579.10,2927.20,395.6
45854,459,20,13,7,4357.30,2832.20,1525.10
45855,154,11,5,N/A,7142.90,3246.80,N/A
45856,5211,366,150,45,7023.60,2878.50,863.6
45858,2880,89,50,21,3090.30,1736.10,729.2
45859,508,8,5,N/A,1574.80,984.3,N/A
45860,2314,176,54,12,7605.90,2333.60,518.6
45861,207,6,N/A,N/A,2898.60,N/A,N/A
45862,1524,59,26,9,3871.40,1706.00,590.6
45863,1279,42,24,9,3283.80,1876.50,703.7
45864,168,7,N/A,N/A,4166.70,N/A,N/A
45865,4905,379,107,25,7726.80,2181.40,509.7
45866,142,7,N/A,N/A,4929.60,N/A,N/A
45867,1113,33,16,9,2965.00,1437.60,808.6
45868,650,21,13,6,3230.80,2000.00,923.1
45869,4811,252,99,36,5238.00,2057.80,748.3
45870,246,N/A,N/A,N/A,N/A,N/A,N/A
45871,2008,76,40,13,3784.90,1992.00,647.4
45872,4106,169,59,41,4115.90,1436.90,998.5
45873,2263,80,51,15,3535.10,2253.60,662.8
45874,2534,66,56,19,2604.60,2209.90,749.8
45875,11403,844,262,69,7401.60,2297.60,605.1
45876,705,88,42,11,12482.30,5957.40,1560.30
45877,2148,91,40,13,4236.50,1862.20,605.2
45879,5805,257,125,43,4427.20,2153.30,740.7
45880,2690,100,53,25,3717.50,1970.30,929.4
45881,1252,46,28,9,3674.10,2236.40,718.8
45882,2875,175,78,22,6087.00,2713.00,765.2
45883,3877,340,88,28,8769.70,2269.80,722.2
45884,158,N/A,N/A,N/A,N/A,N/A,N/A
45885,12741,761,367,106,5972.80,2880.50,832
45886,502,11,5,N/A,2191.20,996,N/A
45887,4298,221,110,44,5141.90,2559.30,1023.70
45888,188,N/A,N/A,N/A,N/A,N/A,N/A
45889,1634,56,34,12,3427.20,2080.80,734.4
45890,488,18,14,N/A,3688.50,2868.90,N/A
45891,14905,617,369,139,4139.60,2475.70,932.6
45894,635,24,14,9,3779.50,2204.70,1417.30
45895,17930,835,340,125,4657.00,1896.30,697.2
45896,1839,84,42,14,4567.70,2283.80,761.3
45897,36,N/A,N/A,N/A,N/A,N/A,N/A
45898,873,51,29,6,5841.90,3321.90,687.3
45899,110,14,8,5,12727.30,7272.70,4545.50
